id, title, address, is_inquiry
3815, "진달래관광농원캠핑장", "충남 부여군 옥산면 봉산로56번길 56 (봉산리) 진달래관광농원", 0
4924, "비비오토캠프", "충남 태안군 남면 마검포길 201-32 (신온리)", 0
3952, "글램인스타", "강원 정선군 고한읍 고한리 208", 0
4263, "인천 왕산오토캠핑장", "인천 중구 용유서로423번길 60", 0
2974, "반딧골캠핑장", "전북 무주군 설천면 구천동로 2244 (두길리)", 0
2566, "간월도캠핑장 (역마차펜션)", "충남 서산시 부석면 간월달발길 108-6 (간월도리, 1동)", 0
13593, "스테이그린 글램핑", "충남 아산시 시민로180번길 71 (법곡동)", 0
1843, "별드림캠핑장", "경기 가평군 가평읍 당목가일길 515 (개곡리)", 0
3803, "영월아트앤캠핑장 (구 영월계곡캠핑장)", "강원 영월군 김삿갓면 김삿갓로 697-6 (와석리, 묵산미술박물관)", 0
1748, "민들레다람쥐 캠핑장", "전북 완주군 화산면 하용마안길 35-152 (종리)", 0
2287, "제천옛날학교캠핑장", "충북 제천시 덕산면 후청골길 72 (수산리)", 0
3961, "용추캠프&캠핑", "경남 함양군 안의면 용추계곡로 479 (상원리)", 0
1438, "홍성세울터오토캠핑장", "충남 홍성군 서부면 홍남서로362번길 46 (판교리) 세울터오토캠핑장펜션", 0
4060, "금옥골숲속작은마을", "강원 춘천시 동면 금옥1길 28-22 (월곡리)", 0
314, "하늘땅별땅쉼터 캠핑장", "경기 가평군 북면 화악리 904-3", 0
4016, "달별 캠핑장", "경기 양평군 양동면 고송길 32-12 (고송리)", 0
1868, "공주북캠프", "충남 공주시 신풍면 영정길 155-3 (영정리)", 0
3445, "메타피아 오래캠핑장", "경기 가평군 북면 화악산로 233 (소법리)", 0
1781, "길캠프", "강원 영월군 무릉도원면 황정길 29 (두산리)", 0
4085, "월성 자연캠핑야영장", "경남 거창군 북상면 덕유월성로 1170-19 (월성리)", 0
3328, "용추솔밭관광농원", "경남 함양군 안의면 용추계곡로 494-6 (상원리, 관광농원)", 0
2089, "캠핑하는 집", "강원 춘천시 동산면 원무동길 303-28 (봉명리)", 0
3195, "서천 춘장대캠핑장", "충남 서천군 서면 춘장대길8번길 17-7 (도둔리) 서천 춘장대캠핑장", 0
4131, "글램핑클럽레스피아 IN 가평1호점", "경기 가평군 설악면 한서로 537-31 (위곡리)", 0
3356, "합천 코지캠핑장", "경남 합천군 대병면 합천호수로 262-35 (성리)", 0
14428, "잭슨글램핑", "충북 충주시 금가면 김생로 1179 (월상리)", 0
4204, "마운틴87", "강원 홍천군 북방면 도사곡길 260 (소매곡리)", 0
4272, "홍성 캠핑힐", "충남 홍성군 서부면 서부서길 506 서부면 서부서길 506", 0
7387, "경주힐링캠프글램핑펜션", "경북 경주시 산내면 장사길 418-55", 0
3890, "몽리치캠핑장", "경기 가평군 가평읍 당목가일길 574 (개곡리)", 0
4258, "동산계곡팔공쉼터야영장", "대구 군위군 부계면 원효길 57-1 (동산리)", 0
3885, "부엉캠핑클럽", "전북 완주군 운주면 산북신복길 125-72 (산북리)", 0
4274, "피카푸 피크닉앤글램핑 진주점", "경남 진주시 내동면 내축로 523 내동면 내축로 523", 0
13607, "사천 무지개카라반", "경남 사천시 석양길 196 (대포동)", 0
3746, "파주 풀빌라 워라벨", "경기 파주시 탄현면 엘지로 709 (낙하리) 파주풀빌라 워라벨", 0
1434, "청량산 나무네숲 캠핑", "경북 봉화군 명호면 청량로 763-81 (풍호리, 나무네숲) 나무네숲캠핑장", 0
2639, "캠프하다", "강원 홍천군 서면 개야마을길 68-27 (개야리)", 0
4289, "포천 쌤초이글램핑", "경기 포천시 이동면 금강로 6169 이동면 금강로 6169", 0
3406, "링크독 애견파크", "경기 가평군 설악면 신천중앙로28번길 101-60 (신천리)", 0
3528, "완도명사십리 블루카라반오토캠핑장", "전남 완도군 신지면 명사십리길 85-185 (신리) 블루카라반오토캠핑장", 0
3869, "라온힐캠핑장", "경기 가평군 상면 수목원로 224 (행현리)", 0
4024, "청포대 휴캠핑장", "충남 태안군 남면 청포대길 63-6 (원청리)", 0
427, "휴가를 부탁해(김삿갓 내리계곡)", "강원 영월군 김삿갓면 내리계곡로 1024 (내리)", 0
3451, "들소리키즈글램핑", "전남 영암군 신북면 들소리로 384-14 (학동리, 신북서초등학교)", 0
4282, "포천 산정호수글램핑", "경기 포천시 영북면 산정호수로 1012-36 영북면 산정호수로 1012-36", 0
1, "산내들캠핑장&펜션", "충북 제천시 봉양읍 국사봉로 260 (연박리) 산내들캠핑장&팬션", 0
3939, "청평 캠프게이트", "경기 가평군 청평면 호반로 1025-26 (고성리)", 0
4313, "가평 자작나무글램핑", "경기 가평군 북면 화악산로 729-17 북면 화악산로 729-17", 0
1759, "들살이 캠핑장", "경북 영덕군 달산면 옥산리 823", 0
4326, "태안 맘빌리지카라반", "충남 태안군 소원면 법산길 350-60 소원면 법산길 350-60", 0
2738, "슬로우캠프(무릉도원)", "강원 영월군 무릉도원면 고일길 18-5 (운학리) 슬로우캠프(무릉도원)", 0
4175, "가평 올덴카라반캠핑장", "경기 가평군 청평면 고성리 22", 0
13579, "횡성 태기산 별밤캠핑장", "강원 횡성군 청일면 청일로 607 (고시리)", 0
3734, "헤이리 풀빌라 워라밸", "경기 파주시 탄현면 샘철길 38-12 (성동리) 헤이리 풀빌라 워라밸", 0
1918, "영월별빛캠핑장", "강원 영월군 무릉도원면 양지마을길 38-11 (운학리)", 0
1635, "땡큐펜션&캠핑", "경기 가평군 상면 비룡로 1689 (상동리) 땡큐펜션캠핑", 0
4390, "새솔캠핑&펜션", "강원 영월군 무릉도원면 무릉법흥로 968-9 (법흥리)", 0
4268, "햇살고요캠프", "경기 가평군 조종면 운악청계로 980 조종면 운악청계로 980", 0
12781, "THE VIP풀빌라", "경기 가평군 가평읍 북한강변로 759-15", 0
3470, "산들바다카라반", "경남 고성군 동해면 외산로 330 (외산리)", 0
7349, "청양 고운글램핑", "충남 청양군 청양읍 식물원길 398-23", 0
3589, "용추힐링랜드", "경남 함양군 안의면 매바위길 3 (상원리)", 0
3960, "담터 라온글램핑", "강원 철원군 동송읍 담터길 352 (상노리) 1층", 0
9465, "바다여행파크", "충남 태안군 원북면 옥파로 1059-16", 0
4325, "대부도 카라반랜드", "경기 안산시 단원구 수영목길 27-75 단원구 수영목길 27-75", 0
3806, "양양캠핑장", "강원 양양군 현북면 어성전길 182-18 (어성전리)", 0
2603, "월악산레트로캠핑N민박", "충북 제천시 덕산면 월악산로5길 18-3 (월악리)", 0
11143, "텐타우스글램핑&오토캠핑&카라반", "경북 경주시 강동면 왕신숲골안길 5", 0
7454, "물골숲계곡오토캠핑장", "경기 가평군 상면 물골길 120", 0
3739, "해너울터 캠크닉", "울산 북구 어물동 산 244-1", 0
3670, "파인트리캠핑장", "강원 정선군 남면 광락로 349-30 (낙동리)", 0
4299, "경주 글램존", "경북 경주시 안강읍 새안현로 928 안강읍 새안현로 928", 0
3927, "학암포 물결카라반캠핑장", "충남 태안군 원북면 학암포길 21-22 (방갈리)", 0
7373, "지리산반내골오토캠핑장", "전남 구례군 문척면 중산로 555", 0
1013, "진부관광농원캠핑장(오대산블루베리야영장)", "강원 평창군 진부면 아차골길 32-44 (수항리)", 0
1777, "용대리 폭포가 있는 캠핑장", "강원 인제군 북면 미시령로 1312 (용대리) 용대리 폭포가있는 캠핑장", 0
4214, "유니의바다 카라반(호미곶점)", "경북 포항시 남구 호미곶면 해맞이로46번길 134 (강사리)", 0
13849, "[부여]수리바위캠핑정원", "충남 부여군 외산면 만수로 98", 0
3840, "가평 조이글램핑", "경기 가평군 북면 멱골로272번길 7 (목동리)", 0
3669, "솔내음 산촌마을캠핑장", "전북 무주군 안성면 칠연로 504 (공정리)", 0
4125, "더 클래식IN포천 (클럽레스피아)", "경기 포천시 이동면 금강로 5547 (장암리)", 0
4090, "별빛숲캠핑바베큐", "인천 강화군 양도면 강화남로 524-5 (조산리)", 0
2414, "탄도항노을캠핑장", "경기 안산시 단원구 대부황금로 17-2 (선감동)", 0
4033, "화악산장", "경남 밀양시 부북면 대항길 321 (대항리)", 0
7029, "백리포 바다와파도소리캠핑펜션", "충남 태안군 소원면 백리포길 39-4", 0
3833, "드론캠핑장", "전남 고흥군 금산면 돈청길 25-17 (대흥리, 금산종합고등학교) 구 금산종합고등학교", 0
8976, "팰리스한옥키즈풀빌라펜션", "경북 경주시 산내면 문복로 828", 0
13587, "문앤스타 펜션", "경기 양평군 용문면 중원산로 593-2 (중원리)", 0
8660, "글램퍼스 양평", "경기 양평군 단월면 대부록길 38-3", 0
14080, "오스트리아캠핑장", "경기 가평군 상면 축령로 276-37", 0
14238, "크리스월드", "경기 가평군 가평읍 북한강변로 360-91", 0
4116, "홍천 뜨란캠핑장", "강원 홍천군 서면 개야마을길 144-10 (개야리)", 0
13288, "산청 풀빌라Y", "경남 산청군 단성면 호암로632번길 52-8", 0
1752, "하늘숲글램핑파크", "경기 가평군 북면 소법리 152-4", 0
4121, "글램핑&카라반 클럽레스피아 in 포천백운 계곡", "경기 포천시 이동면 화동로 2440-34 (도평리)", 0
4242, "베이스캠프 in 설악 [카라반]", "강원 양양군 강현면 장재터로 337 (하복리)", 0
3453, "제천 명암오토캠핑장", "충북 제천시 봉양읍 명암로5길 1 (명암리)", 0
4321, "가평 티앤캠핑장", "경기 가평군 북면 꽃넘이길 55 북면 꽃넘이길 55", 0
4053, "삼정골 잔디구장 펜션", "경기 가평군 상면 아랫벌길 24-161 (연하리)", 0
589, "소금강마을에코센터 오토캠핑장", "강원 강릉시 연곡면 진고개로 1826-11 (퇴곡리, 마을회관) 소금강마을에코센터 오토캠핑장", 0
13767, "가평 네잎클로버 카라반 글램핑", "경기 가평군 설악면 장수로 156-20", 0
14564, "더숨포레스트캠핑장", "경남 창원시 마산합포구 구산면 해양관광로 2010", 0
1303, "라포레스타 글램핑", "충북 제천시 금성면 산곡3길 153 (월림리) 달숲캠핑장", 0
8050, "대부도 어반아일랜드", "경기 안산시 단원구 사근여길 12", 0
13809, "[삼척]덕산해변캠핑장", "강원 삼척시 근덕면 덕산해변길 82", 0
4167, "TITF 카라반파크", "경북 포항시 남구 장기면 동해안로 3058-20 (계원리)", 0
7443, "송정마을 수목화 오토캠핑장", "강원 고성군 거진읍 건봉사로 1503-1", 0
7978, "가평 돌궁 펜션 캠핑장", "경기 가평군 설악면 어비산길 53", 0
1716, "문배골 캠핑장", "강원 춘천시 남산면 서백길 691-83 (백양리)", 0
1572, "밀양 얼음골 사과향기 캠핑장", "경남 밀양시 산내면 얼음골옛길 347-12 (남명리) 사과향기캠핑장", 0
13761, "개울가오토캠핑장", "경기 가평군 설악면 유명로 654-58", 0
4279, "아산글램핑캠핑장", "충남 아산시 선장면 학성로 214 선장면 학성로 214", 0
12309, "꾸지나무골펜션텔", "충남 태안군 이원면 꾸지나무길 81-26", 0
7937, "통영 에코파크 카라반 펜션", "경남 통영시 산양읍 연대길 109", 0
7421, "힐링아일랜드글램핑", "경남 남해군 삼동면 죽방로 169", 0
4303, "포천 노블글램핑", "경기 포천시 군내면 청군로 2800 군내면 청군로 2800", 0
3632, "욕지도(관광농원카라반)", "경남 통영시 욕지면 욕지일주로 819-47 (서산리)", 0
7038, "거제 아모르가족펜션", "경남 거제시 장목면 옥포대첩로 1117-4", 0
14682, "더힐글램핑", "경기 여주시 북내면 여양3로 50-62", 0
